"path","line","component","current_layer","current_visibility","decision","future_scope","target","reason","priority"
"src/app/(authenticated)/rota/payroll/PayrollClient.tsx","118","FlagChips","route-local","internal","KEEP","route-local","FlagChips","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/payroll/PayrollClient.tsx","153","PayrollClient","route-local","exported","KEEP","route-local","PayrollClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/payroll/PayrollSummaryBar.tsx","25","PayrollSummaryBar","route-local","exported","KEEP","route-local","PayrollSummaryBar","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/print/page.tsx","74","ShiftCell","route-entry","internal","KEEP","route-boundary","ShiftCell","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/print/page.tsx","132","RotaPrintPage","route-entry","exported","KEEP","route-boundary","RotaPrintPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/print/PrintTrigger.tsx","16","PrintTrigger","route-local","exported","KEEP","route-local","PrintTrigger","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaFeedButton.tsx","13","RotaFeedButton","route-local","exported","KEEP","route-local","RotaFeedButton","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","235","ShiftAcceptanceIcon","route-local","internal","KEEP","route-local","ShiftAcceptanceIcon","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","275","SummaryPill","route-local","internal","KEEP","route-local","SummaryPill","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","308","DraggableShiftBlock","route-local","internal","KEEP","route-local","DraggableShiftBlock","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","363","ShiftBlockOverlay","route-local","internal","KEEP","route-local","ShiftBlockOverlay","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","402","CouldntWorkBlock","route-local","internal","KEEP","route-local","CouldntWorkBlock","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","428","RejectedShiftBlock","route-local","internal","KEEP","route-local","RejectedShiftBlock","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","470","DroppableCell","route-local","internal","KEEP","route-local","DroppableCell","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaGrid.tsx","571","RotaGrid","route-local","exported","KEEP","route-local","RotaGrid","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/RotaPublishStatus.tsx","11","RotaPublishStatus","route-local","exported","KEEP","route-local","RotaPublishStatus","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/ShiftDetailModal.tsx","163","ShiftDetailModal","route-local","exported","KEEP","route-local","ShiftDetailModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/templates/page.tsx","14","ShiftTemplatesPage","route-entry","exported","KEEP","route-boundary","ShiftTemplatesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/templates/ShiftTemplatesManager.tsx","66","TemplateForm","route-local","internal","KEEP","route-local","TemplateForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/templates/ShiftTemplatesManager.tsx","236","TemplateRow","route-local","internal","KEEP","route-local","TemplateRow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/templates/ShiftTemplatesManager.tsx","328","ShiftTemplatesManager","route-local","exported","KEEP","route-local","ShiftTemplatesManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/timeclock/page.tsx","20","TimeclockPage","route-entry","exported","KEEP","route-boundary","TimeclockPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/timeclock/TimeclockManager.tsx","107","TimeclockManager","route-local","exported","KEEP","route-local","TimeclockManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/_components/SettingsClient.tsx","62","GeneralSection","route-local","internal","KEEP","route-local","GeneralSection","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/_components/SettingsClient.tsx","392","SettingsClient","route-local","exported","KEEP","route-local","SettingsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/api-keys/ApiKeysManager.tsx","46","KeyForm","route-local","internal","KEEP","route-local","KeyForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/api-keys/ApiKeysManager.tsx","141","ApiKeysManager","route-local","exported","KEEP","route-local","ApiKeysManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/api-keys/page.tsx","14","ApiKeysPage","route-entry","exported","KEEP","route-boundary","ApiKeysPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/audit-logs/AuditLogsClient.tsx","133","AuditLogsClient","route-local","exported","KEEP","route-local","AuditLogsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/audit-logs/page.tsx","6","AuditLogsPage","route-entry","exported","KEEP","route-boundary","AuditLogsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/background-jobs/BackgroundJobsClient.tsx","59","BackgroundJobsClient","route-local","exported","KEEP","route-local","BackgroundJobsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/background-jobs/page.tsx","6","BackgroundJobsPage","route-entry","exported","KEEP","route-boundary","BackgroundJobsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/budgets/BudgetsManager.tsx","19","BudgetRow","route-local","internal","KEEP","route-local","BudgetRow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/budgets/BudgetsManager.tsx","147","AddDepartmentForm","route-local","internal","KEEP","route-local","AddDepartmentForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/budgets/BudgetsManager.tsx","195","BudgetsManager","route-local","exported","KEEP","route-local","BudgetsManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/budgets/page.tsx","11","BudgetsPage","route-entry","exported","KEEP","route-boundary","BudgetsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/business-hours/BusinessHoursManager.tsx","18","BusinessHoursManager","route-local","exported","KEEP","route-local","BusinessHoursManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/business-hours/page.tsx","16","BusinessHoursPage","route-entry","exported","KEEP","route-boundary","BusinessHoursPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/business-hours/SpecialHoursCalendar.tsx","54","SpecialHoursCalendar","route-local","exported","KEEP","route-local","SpecialHoursCalendar","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/business-hours/SpecialHoursClientWrapper.tsx","23","SpecialHoursClientWrapper","route-local","exported","KEEP","route-local","SpecialHoursClientWrapper","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/business-hours/SpecialHoursModal.tsx","23","SpecialHoursModal","route-local","exported","KEEP","route-local","SpecialHoursModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/calendar-notes/CalendarNotesManager.tsx","82","CalendarNotesManager","route-local","exported","KEEP","route-local","CalendarNotesManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/calendar-notes/page.tsx","11","CalendarNotesSettingsPage","route-entry","exported","KEEP","route-boundary","CalendarNotesSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/categories/CategoriesClient.tsx","24","CategoriesClient","route-local","exported","KEEP","route-local","CategoriesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/categories/page.tsx","6","CategoriesPage","route-entry","exported","KEEP","route-boundary","CategoriesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/customer-labels/CustomerLabelsClient.tsx","59","CustomerLabelIcon","route-local","internal","KEEP","route-local","CustomerLabelIcon","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/customer-labels/CustomerLabelsClient.tsx","70","CustomerLabelsClient","route-local","exported","KEEP","route-local","CustomerLabelsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/customer-labels/page.tsx","7","CustomerLabelsPage","route-entry","exported","KEEP","route-boundary","CustomerLabelsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/design-system/page.tsx","113","Section","route-entry","internal","KEEP","route-boundary","Section","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/design-system/page.tsx","132","SubSection","route-entry","internal","KEEP","route-boundary","SubSection","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/design-system/page.tsx","143","CodeBlock","route-entry","internal","KEEP","route-boundary","CodeBlock","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/design-system/page.tsx","160","CopyableClass","route-entry","internal","KEEP","route-boundary","CopyableClass","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/design-system/page.tsx","190","DesignSystemPage","route-entry","exported","KEEP","route-boundary","DesignSystemPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/event-categories/page.tsx","27","EventCategoriesPage","route-entry","exported","KEEP","route-boundary","EventCategoriesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/gdpr/page.tsx","17","GDPRSettingsPage","route-entry","exported","KEEP","route-boundary","GDPRSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/import-messages/ImportMessagesClient.tsx","32","ImportMessagesClient","route-local","exported","KEEP","route-local","ImportMessagesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/import-messages/page.tsx","6","ImportMessagesPage","route-entry","exported","KEEP","route-boundary","ImportMessagesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/menu-target/MenuTargetForm.tsx","19","MenuTargetForm","route-local","exported","KEEP","route-local","MenuTargetForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/menu-target/page.tsx","11","MenuTargetSettingsPage","route-entry","exported","KEEP","route-boundary","MenuTargetSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/message-templates/MessageTemplatesClient.tsx","86","MessageTemplatesClient","route-local","exported","KEEP","route-local","MessageTemplatesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/message-templates/page.tsx","6","MessageTemplatesPage","route-entry","exported","KEEP","route-boundary","MessageTemplatesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/page.tsx","6","SettingsPage","route-entry","exported","KEEP","route-boundary","SettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/pay-bands/page.tsx","11","PayBandsPage","route-entry","exported","KEEP","route-boundary","PayBandsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/pay-bands/PayBandsManager.tsx","35","RateHistory","route-local","internal","KEEP","route-local","RateHistory","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/pay-bands/PayBandsManager.tsx","236","BandCard","route-local","internal","KEEP","route-local","BandCard","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/pay-bands/PayBandsManager.tsx","368","PayBandsManager","route-local","exported","KEEP","route-local","PayBandsManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/rota/page.tsx","11","RotaSettingsPage","route-entry","exported","KEEP","route-boundary","RotaSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/rota/RotaSettingsManager.tsx","21","RotaSettingsManager","route-local","exported","KEEP","route-local","RotaSettingsManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/settings/sms-failures/page.tsx","114","SmsFailuresPage","route-entry","exported","KEEP","route-boundary","SmsFailuresPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/table-bookings/page.tsx","8","TableSetupSettingsPage","route-entry","exported","KEEP","route-boundary","TableSetupSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/settings/table-bookings/TableSetupManager.tsx","118","TableSetupManager","route-local","exported","KEEP","route-local","TableSetupManager","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/PortalMenu.tsx","37","PortalMenu","route-local","exported","KEEP","route-local","PortalMenu","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/ShortLinkActionsMenu.tsx","49","ShortLinkActionsMenu","route-local","exported","KEEP","route-local","ShortLinkActionsMenu","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/ShortLinkAnalyticsModal.tsx","26","ShortLinkAnalyticsModal","route-local","exported","KEEP","route-local","ShortLinkAnalyticsModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/ShortLinkFormModal.tsx","26","ShortLinkFormModal","route-local","exported","KEEP","route-local","ShortLinkFormModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/ShortLinksClient.tsx","122","CompactStat","route-local","internal","KEEP","route-local","CompactStat","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/_components/ShortLinksClient.tsx","170","ShortLinksClient","route-local","exported","KEEP","route-local","ShortLinksClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/insights/_components/InsightsClient.tsx","28","InsightsClient","route-local","exported","KEEP","route-local","InsightsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/short-links/insights/page.tsx","5","ShortLinksInsightsPage","route-entry","exported","KEEP","route-boundary","ShortLinksInsightsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/legacy-domain/page.tsx","58","RangeSelector","route-entry","internal","KEEP","route-boundary","RangeSelector","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/legacy-domain/page.tsx","81","ErrorState","route-entry","internal","KEEP","route-boundary","ErrorState","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/legacy-domain/page.tsx","91","SummaryCards","route-entry","internal","KEEP","route-boundary","SummaryCards","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/legacy-domain/page.tsx","134","LinkUsageCard","route-entry","internal","KEEP","route-boundary","LinkUsageCard","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/legacy-domain/page.tsx","196","LegacyDomainPage","route-entry","exported","KEEP","route-boundary","LegacyDomainPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/short-links/page.tsx","7","ShortLinksPage","route-entry","exported","KEEP","route-boundary","ShortLinksPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/table-bookings/[id]/BookingDetailClient.tsx","188","SectionCard","route-local","internal","KEEP","route-local","SectionCard","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/[id]/BookingDetailClient.tsx","215","DetailItem","route-local","internal","MERGE","removed","DescriptionList","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/table-bookings/[id]/BookingDetailClient.tsx","224","StatusBadge","route-local","internal","MERGE","removed","Badge","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/table-bookings/[id]/BookingDetailClient.tsx","371","BookingDetailClient","route-local","exported","KEEP","route-local","BookingDetailClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/[id]/page.tsx","12","BookingDetailPage","route-entry","exported","KEEP","route-boundary","BookingDetailPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/table-bookings/boh/BohBookingsClient.tsx","346","BohBookingsClient","route-local","exported","KEEP","route-local","BohBookingsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/boh/MessageGuestsModal.tsx","31","MessageGuestsModal","route-local","exported","KEEP","route-local","MessageGuestsModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/boh/page.tsx","10","TableBookingsBohPage","route-entry","exported","KEEP","route-boundary","TableBookingsBohPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/table-bookings/foh/components/FohBookingDetailModal.tsx","47","FohBookingDetailModal","shared-component","exported","KEEP","shared-domain","FohBookingDetailModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohBookingDetailModal.tsx","204","BookingActions","shared-component","internal","KEEP","internal-domain","BookingActions","Private business rendering helper; keep local and build it from canonical DS controls.","P3"
"src/app/(authenticated)/table-bookings/foh/components/FohCreateBookingModal.tsx","88","FohCreateBookingModal","shared-component","exported","KEEP","shared-domain","FohCreateBookingModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohHeader.tsx","35","FohHeader","shared-component","exported","KEEP","shared-domain","FohHeader","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohMiniModals.tsx","15","FohPartySizeModal","shared-component","exported","KEEP","shared-domain","FohPartySizeModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohMiniModals.tsx","78","FohWalkoutModal","shared-component","exported","KEEP","shared-domain","FohWalkoutModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohOutsideBookings.tsx","18","FohOutsideBookings","shared-component","exported","KEEP","shared-domain","FohOutsideBookings","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohTimeline.tsx","66","BookingBadges","shared-component","internal","KEEP","internal-domain","BookingBadges","Private business rendering helper; keep local and build it from canonical DS controls.","P3"
"src/app/(authenticated)/table-bookings/foh/components/FohTimeline.tsx","82","FohTimeline","shared-component","exported","KEEP","shared-domain","FohTimeline","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/components/FohTimeline.tsx","259","LaneRow","shared-component","internal","KEEP","internal-domain","LaneRow","Private business rendering helper; keep local and build it from canonical DS controls.","P3"
"src/app/(authenticated)/table-bookings/foh/components/FohUnassignedBookings.tsx","14","FohUnassignedBookings","shared-component","exported","KEEP","shared-domain","FohUnassignedBookings","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/table-bookings/foh/FohClockWidget.tsx","34","FohClockWidget","route-local","exported","KEEP","route-local","FohClockWidget","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/foh/FohScheduleClient.tsx","38","FohScheduleClient","route-local","exported","KEEP","route-local","FohScheduleClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/table-bookings/foh/page.tsx","16","TableBookingsFohPage","route-entry","exported","KEEP","route-boundary","TableBookingsFohPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/table-bookings/loading.tsx","3","Loading","route-entry","exported","KEEP","route-boundary","route wrapper using PageLoading","Next.js requires the route file; keep the boundary but share the loading presentation.","P1"
"src/app/(authenticated)/table-bookings/reports/page.tsx","60","TableBookingReportsPage","route-entry","exported","KEEP","route-boundary","TableBookingReportsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/users/_components/RolesContent.tsx","68","RolesContent","route-local","exported","KEEP","route-local","RolesContent","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/users/_components/UsersClient.tsx","21","UsersClient","route-local","exported","KEEP","route-local","UsersClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/users/_components/UsersContent.tsx","54","UsersContent","route-local","exported","KEEP","route-local","UsersContent","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/users/components/UserRolesModal.tsx","25","UserRolesModal","shared-component","exported","KEEP","shared-domain","UserRolesModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/users/page.tsx","8","UsersPage","route-entry","exported","KEEP","route-boundary","UsersPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(employee-onboarding)/layout.tsx","3","EmployeeOnboardingLayout","route-entry","exported","KEEP","route-boundary","EmployeeOnboardingLayout","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/_components/OnboardingClient.tsx","39","OnboardingClient","route-local","exported","KEEP","route-local","OnboardingClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/_components/OnboardingClient.tsx","60","PortalAccessSetup","route-local","internal","KEEP","route-local","PortalAccessSetup","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/_components/OnboardingClient.tsx","85","OnboardingFlow","route-local","internal","KEEP","route-local","OnboardingFlow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/page.tsx","10","OnboardingPage","route-entry","exported","KEEP","route-boundary","OnboardingPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/CreateAccountStep.tsx","15","CreateAccountStep","route-local","exported","KEEP","route-local","CreateAccountStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/EmergencyContactsStep.tsx","33","EmergencyContactsStep","route-local","exported","KEEP","route-local","EmergencyContactsStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/FinancialStep.tsx","23","FinancialStep","route-local","exported","KEEP","route-local","FinancialStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/HealthStep.tsx","34","HealthStep","route-local","exported","KEEP","route-local","HealthStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/PersonalStep.tsx","22","PersonalStep","route-local","exported","KEEP","route-local","PersonalStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/[token]/steps/ReviewStep.tsx","17","ReviewStep","route-local","exported","KEEP","route-local","ReviewStep","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(employee-onboarding)/onboarding/success/page.tsx","7","OnboardingSuccessPage","route-entry","exported","KEEP","route-boundary","OnboardingSuccessPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(event-kiosk)/events/[id]/check-in/EventCheckInClient.tsx","28","EventCheckInClient","route-local","exported","KEEP","route-local","EventCheckInClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(event-kiosk)/events/[id]/check-in/page.tsx","23","EventCheckInPage","route-entry","exported","KEEP","route-boundary","EventCheckInPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(feedback)/feedback/page.tsx","15","FeedbackLandingPage","route-entry","exported","KEEP","route-boundary","FeedbackLandingPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(feedback)/feedback/tell-us/page.tsx","12","TellUsPage","route-entry","exported","KEEP","route-boundary","TellUsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(feedback)/feedback/tell-us/TellUsClient.tsx","13","TellUsClient","route-local","exported","KEEP","route-local","TellUsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(feedback)/feedback/thanks/page.tsx","7","FeedbackThanksPage","route-entry","exported","KEEP","route-boundary","FeedbackThanksPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(staff-portal)/layout.tsx","15","StaffPortalLayout","route-entry","exported","KEEP","route-boundary","StaffPortalLayout","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(staff-portal)/portal/leave/CancelLeaveRequestButton.tsx","11","CancelLeaveRequestButton","route-local","exported","KEEP","route-local","CancelLeaveRequestButton","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(staff-portal)/portal/leave/LeaveRequestForm.tsx","22","LeaveRequestForm","route-local","exported","KEEP","route-local","LeaveRequestForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(staff-portal)/portal/leave/new/page.tsx","7","NewLeaveRequestPage","route-entry","exported","KEEP","route-boundary","NewLeaveRequestPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(staff-portal)/portal/leave/page.tsx","35","MyLeavePage","route-entry","exported","KEEP","route-boundary","MyLeavePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(staff-portal)/portal/shifts/CalendarSubscribeButton.tsx","6","CalendarSubscribeButton","route-local","exported","KEEP","route-local","CalendarSubscribeButton","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(staff-portal)/portal/shifts/loading.tsx","3","Loading","route-entry","exported","KEEP","route-boundary","route wrapper using PageLoading","Next.js requires the route file; keep the boundary but share the loading presentation.","P1"
"src/app/(staff-portal)/portal/shifts/OpenShiftRequestButton.tsx","13","OpenShiftRequestButton","route-local","exported","KEEP","route-local","OpenShiftRequestButton","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(staff-portal)/portal/shifts/page.tsx","464","MyShiftsPage","route-entry","exported","KEEP","route-boundary","MyShiftsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(staff-portal)/portal/shifts/PaySummaryCard.tsx","29","PaySummaryCard","route-local","exported","KEEP","route-local","PaySummaryCard","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(staff-portal)/portal/shifts/ShiftDecisionControls.tsx","28","ShiftDecisionControls","route-local","exported","KEEP","route-local","ShiftDecisionControls","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
